Label,Total,"Less_than_$10,000",With_dialup_Internet_subscription_alone,With_a_broadband_Internet_subscription,Without_an_Internet_subscription,"$10,000_to_$19,999",With_dial-up_Internet_subscription_alone,With_a_broadband_Internet_subscription,Without_an_Internet_subscription,"$20,000_to_$34,999",With_dialup_Internet_subscription_alone,With_a_broadband_Internet_subscription,Without_an_Internet_subscription,"$35,000_to_$49,999",With_dialup_Internet_subscription_alone,With_a_broadband_Internet_subscription,Without_an_Internet_subscription,"$50,000_to_$74,999",With_dialup_Internet_subscription_alone,With_a_broadband_Internet_subscription,Without_an_Internet_subscription,"$75,000_or_more",With_dialup_Internet_subscription_alone,With_a_broadband_Internet_subscription,Without_an_Internet_subscription,tract,county,standarized_total,"standardized_Less_than_$10,000",Standarized_With_dialup_Internet_subscription_alone,standarized_With_a_broadband_Internet_subscription,standardized_Without_an_Internet_subscription,"standarized_$10,000_to_$19,999",standarized_With_dial-up_Internet_subscription_alone,standarized_With_a_broadband_Internet_subscription,standarized_Without_an_Internet_subscription,"standarized_$20,000_to_$34,999",standarized_With_dialup_Internet_subscription_alone,standarized_With_a_broadband_Internet_subscription,standarized_Without_an_Internet_subscription,"standarized_$35,000_to_$49,999",standarized_With_dialup_Internet_subscription_alone,standarized_With_a_broadband_Internet_subscription,standarized_Without_an_Internet_subscription,"standarized_$50,000_to_$74,999",standardized_With_dialup_Internet_subscription_alone,standardized_With_a_broadband_Internet_subscription,standardized_Without_an_Internet_subscription,"standardized_$75,000_or_more",standarized_With_dialup_Internet_subscription_alone,standardized_With_a_broadband_Internet_subscription,standardized_Without_an_Internet_subscription,index
Estimate,"1,354",129,0,58,71,225,0,162,63,298,0,255,43,203,0,139,64,127,0,119,8,372,0,372,0,16,Spokane,-0.238069811814184,-2.37318343253129,-0.237078754538727,-0.138535314100342,1.19977280018674,1.0163872282927,-0.18447531184215,0.939805809938675,0.693603231352784,0.609552310661596,-0.301727901411127,0.786908991572455,-0.11142104253393,-0.054581405087319,-0.242232847692877,-0.366096968508542,1.29119427919065,-1.1226263463022,-0.236178551825273,-1.05638626408484,-0.602235516460194,-0.564629403586035,-0.300342770402833,-0.487869231655251,-0.752328986057168,-2.83277520923868
Estimate,"1,375",117,0,89,28,223,0,85,138,249,0,109,140,179,5,165,9,277,0,247,30,330,0,318,12,18,Spokane,-0.201467864030462,-2.39409883126484,-0.237078754538727,0.227174707719685,0.00015244889456,0.995805302567619,-0.18447531184215,-0.042889624006551,2.65804903207853,0.245210518253748,-0.301727901411127,-0.507312888195649,1.71652251201301,-0.249476958862528,0.511655096657404,-0.137832078433369,-0.649936478098951,0.018964125876632,-0.236178551825273,-0.013841842348026,0.190635703052148,-0.687034254828835,-0.300342770402833,-0.646599806416295,-0.415369073068887,-0.641493542461173
Estimate,"1,477",146,0,126,20,111,0,97,14,157,0,110,47,339,0,269,70,281,5,276,0,443,0,438,5,19,Spokane,-0.023686974795242,-2.34355328432542,-0.237078754538727,0.663667314408104,-0.223032732741195,-0.156782538036962,-0.18447531184215,0.110257716348549,-0.589834691788037,-0.438859785858945,-0.301727901411127,-0.49844835477258,-0.03604192688251,1.04982673297219,-0.242232847692877,0.775227481867321,1.50295399816769,0.049406538468067,0.838962616931566,0.222359628201722,-0.89055232355559,-0.3577069169613,-0.300342770402833,-0.293865195836197,-0.611929022312051,-2.51748930638852
Estimate,"1,707",307,0,226,81,134,18,116,0,527,0,483,44,218,0,172,46,248,0,235,13,273,0,265,8,20,Spokane,0.377191500931234,-2.06293835131688,-0.237078754538727,1.84337706221464,1.47875427723144,0.079909607801479,2.26577338657738,0.352741005244124,-0.956531241256842,2.3122925241595,-0.301727901411127,2.80802261203223,-0.092576263621075,0.067228316022186,-0.242232847692877,-0.076376146490054,0.655915122259505,-0.201743365411275,-0.236178551825273,-0.111580381885852,-0.422037512025571,-0.853155124372636,-0.300342770402833,-0.802390926089172,-0.527689044064981,4.81662623206853
Estimate,"1,125",40,0,40,0,83,29,36,18,162,0,142,20,111,0,98,13,271,0,258,13,458,0,458,0,21,Spokane,-0.637205337646198,-2.52830597313849,-0.237078754538727,-0.350883068705518,-0.780995686830582,-0.444929498188107,3.76314759116709,-0.668241263789877,-0.485064249082663,-0.401682051939777,-0.301727901411127,-0.214783285234365,-0.544850957529596,-0.801681027892284,-0.242232847692877,-0.726053141319391,-0.508763332114253,-0.026699493010521,-0.236178551825273,0.075751818894982,-0.422037512025571,-0.313990898660299,-0.300342770402833,-0.235076094072848,-0.752328986057168,-8.32223327304628
Estimate,"2,182",305,0,183,122,305,0,239,66,295,0,282,13,218,0,158,60,356,0,356,0,703,0,634,69,23,Spokane,1.20509270080113,-2.06642425110581,-0.237078754538727,1.33610187065783,2.62257833311468,1.83966425729597,-0.18447531184215,1.9225012438839,0.772181063381814,0.587245670310095,-0.301727901411127,1.02625139399532,-0.676764409919581,0.067228316022186,-0.242232847692877,-0.199288010376685,1.15002113320595,0.620201774557481,-0.236178551825273,0.873949891787232,-0.89055232355559,0.400037400256039,-0.300342770402833,0.28226800144463,1.18519051362545,10.5554484316691
Estimate,"1,152",282,0,212,70,182,0,83,99,170,0,122,48,122,0,110,12,244,0,244,0,152,0,144,8,24,Spokane,-0.590145690495699,-2.10651209867846,-0.237078754538727,1.67821769752173,1.17187465248227,0.573875825203442,-0.18447531184215,-0.068414180732401,1.63653721570114,-0.342197677669108,-0.301727901411127,-0.392073953695749,-0.017197147969655,-0.712353899078647,-0.242232847692877,-0.62070011513085,-0.544056618610427,-0.23218577800271,-0.236178551825273,-0.038276477232482,-0.89055232355559,-1.20579767200071,-0.300342770402833,-1.15806499175744,-0.527689044064981,-5.88774841547931
Estimate,"1,111",113,0,113,0,206,0,186,20,66,0,51,15,259,0,232,27,251,0,251,0,216,0,216,0,25.01,Spokane,-0.661606636168679,-2.4010706308427,-0.237078754538727,0.510305047193255,-0.780995686830582,0.820858933904423,-0.18447531184215,1.24610049064888,-0.432679027729977,-1.1154945431878,-0.301727901411127,-1.02145582673366,-0.639074852093871,0.400174887054834,-0.242232847692877,0.450388984452652,-0.01465732116781,-0.178911555967698,-0.236178551825273,0.01873767083125,-0.89055232355559,-1.01927599391644,-0.300342770402833,-0.946424225409379,-0.752328986057168,-8.90999773328906
Estimate,"1,014",123,0,74,49,134,0,106,28,164,0,127,37,90,0,68,22,400,0,352,48,103,0,0,103,25.02,Spokane,-0.830672775931585,-2.38364113189807,-0.237078754538727,0.050218245548705,0.586013550688416,0.079909607801479,-0.18447531184215,0.225118221614874,-0.22313814231923,-0.38681095837211,-0.301727901411127,-0.347751286580403,-0.22448971601106,-0.972214637445592,-0.242232847692877,-0.989435706790744,-0.191123753648683,0.95506831306327,-0.236178551825273,0.841370378607957,0.839348519016791,-1.34860333178397,-0.300342770402833,-1.58134652445356,2.13991026709224,-5.26430699951425
Estimate,197,69,0,69,0,11,0,0,11,35,0,17,18,0,0,0,0,0,0,0,0,82,0,82,0,25.03,Spokane,-2.25466283970781,-2.47776042619906,-0.237078754538727,-0.008767241841622,-0.780995686830582,-1.18587882429105,-0.18447531184215,-1.12768328485518,-0.668412523817066,-1.34599649348665,-0.301727901411127,-1.32284996311802,-0.582540515355306,-1.70307296410262,-0.242232847692877,-1.58643618852581,-0.967576056564521,-2.08917294608027,-0.236178551825273,-2.02562678116829,-0.89055232355559,-1.40980575740537,-0.300342770402833,-1.34031120722382,-0.752328986057168,-26.0224671478988
Estimate,"2,083",106,0,91,15,344,0,285,59,493,0,457,36,412,0,399,13,361,0,361,0,367,0,367,0,26,Spokane,1.0325406612493,-2.41327128010394,-0.237078754538727,0.250768902675816,-0.362523471263542,2.24101180893507,-0.18447531184215,2.50956604857845,0.588832788647411,2.05948393350915,-0.301727901411127,2.57754474303243,-0.243334494923915,1.64263404237179,-0.242232847692877,1.91655193224318,-0.508763332114253,0.658254790296775,-0.236178551825273,0.914674283261327,-0.89055232355559,-0.579201409686368,-0.300342770402833,-0.502566507096089,-0.752328986057168,8.63728599228685
Estimate,"1,227",22,0,22,0,74,0,52,22,156,0,141,15,150,0,135,15,319,0,319,0,506,0,498,8,29,Spokane,-0.459424448410978,-2.55967907123882,-0.237078754538727,-0.563230823310695,-0.780995686830582,-0.537548163950975,-0.18447531184215,-0.464044809983077,-0.38029380637729,-0.446295332642779,-0.301727901411127,-0.223647818657434,-0.639074852093871,-0.484975753007571,-0.242232847692877,-0.401214643904722,-0.438176759121904,0.338609458086703,-0.236178551825273,0.572589394878934,-0.89055232355559,-0.174099640097099,-0.300342770402833,-0.117497890546148,-0.527689044064981,-10.6792781525419
Estimate,966,58,0,25,33,168,0,133,35,176,0,131,45,150,11,113,26,149,0,138,11,265,0,227,38,30,Spokane,-0.914334370865806,-2.49693287503816,-0.237078754538727,-0.527839530876499,0.139643187416907,0.429802345127869,-0.18447531184215,0.56969973741385,-0.039789867584828,-0.297584396966106,-0.301727901411127,-0.312293152888126,-0.07373148470822,-0.484975753007571,1.41632062987774,-0.594361858583714,-0.049950607663985,-0.955193077049301,-0.236178551825273,-0.901633576483283,-0.49411671379942,-0.87647033413317,-0.300342770402833,-0.914090219439536,0.314710738405721,-8.32292447086575
Estimate,"2,184",200,0,186,14,203,14,148,41,255,0,255,0,383,0,324,59,461,0,461,0,682,0,654,28,31,Spokane,1.20857860059006,-2.24943399002442,-0.237078754538727,1.37149316309203,-0.390421618968011,0.789986045316801,1.72127367581748,0.761133912857725,0.117365796473232,0.28982379895675,-0.301727901411127,0.786908991572455,-0.921746535786696,1.40713524822674,-0.242232847692877,1.2580955185648,1.11472784670977,1.41931510508266,-0.236178551825273,1.72916211274321,-0.89055232355559,0.338834974634638,-0.300342770402833,0.341057103207979,0.033910810915487,8.91908741055627
Estimate,"1,574",137,0,108,29,125,0,78,47,125,0,119,6,548,27,471,50,350,0,261,89,289,0,285,4,32,Spokane,0.145379164967663,-2.35923983337558,-0.237078754538727,0.451319559802928,0.028050596599029,-0.012709057961389,-0.18447531184215,-0.132225572547026,0.274521460531292,-0.676797282941621,-0.301727901411127,-0.418667553964957,-0.808677862309566,2.7470421804313,3.82876205179864,2.54867008937443,0.797088268244203,0.574538155670328,-0.236178551825273,0.100186453779439,2.3169721553807,-0.80652470485157,-0.300342770402833,-0.743601824325822,-0.640009015061075,5.95427413922123
Estimate,"1,838",538,7,359,172,539,7,279,253,371,0,346,25,49,0,41,8,74,0,74,0,267,0,219,48,35,Spokane,0.60551793710588,-1.66031692569595,2.40377241558396,3.41239102679734,4.01748571833815,4.24774956713054,0.768399181987666,2.4329923784009,5.67019925985801,1.15234722588145,-0.301727901411127,1.59358153307175,-0.450627062965321,-1.30516120847824,-0.242232847692877,-1.22648001571496,-0.685229764595125,-1.52598831313871,-0.236178551825273,-1.42290578735169,-0.89055232355559,-0.870641531693037,-0.300342770402833,-0.937605860144876,0.595510665895956,14.843956045386
Estimate,"1,218",273,0,218,55,105,0,97,8,316,0,307,9,150,0,124,26,135,0,108,27,239,0,239,0,36.01,Spokane,-0.475110997461144,-2.12219864772862,-0.237078754538727,1.74900028239012,0.753402436915232,-0.218528315212207,-0.18447531184215,0.110257716348549,-0.746990355846096,0.743392152770601,-0.301727901411127,1.24786472957205,-0.752143525571001,-0.484975753007571,-0.242232847692877,-0.497788251244218,-0.049950607663985,-1.06174152111932,-0.236178551825273,-1.14597992532785,0.082516900391374,-0.952244765854904,-0.300342770402833,-0.878816758381527,-0.752328986057168,-6.95440032980068
Estimate,"1,699",118,0,65,53,464,0,450,14,346,0,255,91,220,0,220,0,247,0,247,0,304,0,254,50,36.02,Spokane,0.363247901775531,-2.39235588137038,-0.237078754538727,-0.055955631753884,0.697606141506294,3.47592735243998,-0.18447531184215,4.61534197846108,-0.589834691788037,0.966458556285609,-0.301727901411127,0.786908991572455,0.793128345283112,0.08346961217012,-0.242232847692877,0.345035958264111,-0.967576056564521,-0.209353968559134,-0.236178551825273,-0.013841842348026,-0.89055232355559,-0.762808686550569,-0.300342770402833,-0.834724932059014,0.651670651394003,4.55975533689014
Estimate,894,77,0,71,6,92,0,50,42,126,0,126,0,133,0,128,5,159,0,147,12,307,0,284,23,38,Spokane,-1.03982676326714,-2.46381682704336,-0.237078754538727,0.014826953114509,-0.613606800603766,-0.352310832425239,-0.18447531184215,-0.489569366708927,0.143558407149575,-0.669361736157787,-0.301727901411127,-0.356615820003472,-0.921746535786696,-0.62302677026501,-0.242232847692877,-0.462670575848038,-0.791109624083649,-0.879087045570712,-0.236178551825273,-0.828329671829913,-0.458077112912495,-0.754065482890369,-0.300342770402833,-0.74654127941399,-0.10648915282963,-13.8999021750891
Estimate,"1,023",54,5,39,10,138,0,104,34,182,0,85,97,155,0,155,0,161,7,131,23,333,0,315,18,39,Spokane,-0.814986226881418,-2.50390467461601,1.64924350983462,-0.362680166183584,-0.502014209785888,0.121073459251642,-0.18447531184215,0.199593664889024,-0.065982478261171,-0.252971116263104,-0.301727901411127,-0.72006169034931,0.906197018760242,-0.444372512637736,-0.242232847692877,-0.22562626692382,-0.967576056564521,-0.863865839274994,1.2690190844343,-0.958647724547016,-0.061641503156325,-0.678291051168635,-0.300342770402833,-0.655418171680798,-0.246889116574747,-7.20858089904823
Estimate,"1,326",78,0,78,0,103,0,89,14,304,0,304,0,130,0,116,14,461,0,452,9,250,0,250,0,40.01,Spokane,-0.286872408859147,-2.4620738771489,-0.237078754538727,0.097406635460966,-0.780995686830582,-0.239110240937289,-0.18447531184215,0.008159489445149,-0.589834691788037,0.654165591364597,-0.301727901411127,1.22127112930285,-0.921746535786696,-0.647388714486911,-0.242232847692877,-0.568023602036579,-0.473470045618078,1.41931510508266,-0.236178551825273,1.65585820808984,-0.566195915573269,-0.92018635243417,-0.300342770402833,-0.846482752411684,-0.752328986057168,-6.50056978893544
Estimate,"1,276",179,0,172,7,163,0,163,0,255,0,255,0,243,0,243,0,240,0,230,10,196,0,187,9,40.02,Spokane,-0.374019903582294,-2.28603593780814,-0.237078754538727,1.20633379839911,-0.585708652899296,0.378347530815165,-0.18447531184215,0.9525680883016,-0.956531241256842,0.28982379895675,-0.301727901411127,0.786908991572455,-0.921746535786696,0.270244517871361,-0.242232847692877,0.546962591792148,-0.967576056564521,-0.262628190594146,-0.236178551825273,-0.152304773359946,-0.530156314686345,-1.07756401831777,-0.300342770402833,-1.03166842296624,-0.499609051315958,-6.71639591914259
Estimate,"1,072",58,0,58,0,84,0,50,34,194,0,144,50,119,0,106,13,122,0,122,0,495,0,485,10,41,Spokane,-0.729581682052734,-2.49693287503816,-0.237078754538727,-0.138535314100342,-0.780995686830582,-0.434638535325566,-0.18447531184215,-0.489569366708927,-0.065982478261171,-0.163744554857101,-0.301727901411127,-0.197054218388227,0.020492409856056,-0.736715843300548,-0.242232847692877,-0.65581779052703,-0.508763332114253,-1.16067936204149,-0.236178551825273,-1.03195162920039,-0.89055232355559,-0.206158053517832,-0.300342770402833,-0.155710806692326,-0.471529058566934,-12.7964566389361
Estimate,"1,936",100,0,90,10,31,0,23,8,107,0,93,14,157,0,105,52,321,0,307,14,"1,220",0,"1,202",18,42,Spokane,0.776327026763248,-2.42372897947071,-0.237078754538727,0.238971805197751,-0.502014209785888,-0.980059567040234,-0.18447531184215,-0.834150882507902,-0.746990355846096,-0.810637125050626,-0.301727901411127,-0.649145422964756,-0.657919631006726,-0.428131216489802,-0.242232847692877,-0.664597209376075,0.867674841236552,0.353830664382421,-0.236178551825273,0.474850855341107,-0.385997911138646,1.90678283103052,-0.300342770402833,1.95187849152376,-0.246889116574747,-4.26198124948985
Estimate,"1,516",79,0,69,10,66,0,57,9,139,0,125,14,184,0,155,29,197,0,171,26,851,10,798,43,43,Spokane,0.044288071088812,-2.46033092725444,-0.237078754538727,-0.008767241841622,-0.502014209785888,-0.619875866851302,-0.18447531184215,-0.400233418168452,-0.720797745169753,-0.57269962796795,-0.301727901411127,-0.365480353426541,-0.657919631006726,-0.208873718492692,-0.242232847692877,-0.22562626692382,0.055929251824539,-0.589884125952076,-0.236178551825273,-0.63285259275426,0.046477299504449,0.831368780825908,2.78745088036787,0.764338635904097,0.455110702150839,-4.18208547123916
Estimate,"2,129",45,0,30,15,221,0,59,162,260,0,185,75,356,0,340,16,292,0,292,0,955,0,940,15,44,Spokane,1.1127163563946,-2.51959122366618,-0.237078754538727,-0.468854043486172,-0.362523471263542,0.975223376842537,-0.18447531184215,-0.374708861442602,3.28667168831077,0.327001532875918,-0.301727901411127,0.166391651957611,0.491611882677431,1.18787775022963,-0.242232847692877,1.39856622014952,-0.40288347262573,0.133123173094514,-0.236178551825273,0.352677680918824,-0.89055232355559,1.13446650771284,-0.300342770402833,1.18174125842388,-0.331129094821817,4.89579045101346
Estimate,"1,502",63,0,54,9,81,0,64,17,54,0,47,7,110,0,110,0,309,0,276,33,885,0,872,13,45,Spokane,0.019886772566331,-2.48821812556584,-0.237078754538727,-0.185723704012603,-0.529912357490358,-0.465511423913189,-0.18447531184215,-0.310897469627977,-0.511256859759007,-1.20472110459381,-0.301727901411127,-1.05691396042594,-0.789833083396711,-0.809801675966252,-0.242232847692877,-0.62070011513085,-0.967576056564521,0.262503426608115,-0.236178551825273,0.222359628201722,0.298754505712921,0.930458422308176,-0.300342770402833,0.981858312428491,-0.387289080319864,-9.11457008665415
Estimate,"2,124",185,0,96,89,347,7,237,103,363,0,268,95,362,0,240,122,244,0,213,31,623,0,568,55,46.01,Spokane,1.10400160692228,-2.27557823844136,-0.237078754538727,0.309754390066143,1.70193945886719,2.27188469752269,0.768399181987666,1.89697668715805,1.74130765840652,1.09286285161078,-0.301727901411127,0.902147926072354,0.868507460934532,1.23660163867344,-0.242232847692877,0.520624335245013,3.33820489596877,-0.23218577800271,-0.236178551825273,-0.290767704371867,0.226675303939072,0.166885302650704,-0.300342770402833,0.088263965625576,0.79207061513912,14.9110154301031
Estimate,"1,230",93,0,93,0,16,0,16,0,57,0,57,0,73,11,51,11,244,0,158,86,747,0,705,42,46.02,Spokane,-0.454195598727589,-2.43592962873195,-0.237078754538727,0.274363097631947,-0.780995686830582,-1.13442400997835,-0.18447531184215,-0.923486831048377,-0.956531241256842,-1.18241446424231,-0.301727901411127,-0.968268626195247,-0.921746535786696,-1.11026565470303,1.41632062987774,-1.13868582722451,-0.579349905106602,-0.23218577800271,-0.236178551825273,-0.738736010586906,2.20885335271993,0.528271053938973,-0.300342770402833,0.490969312704521,0.427030709401815,-9.47121093216689
Estimate,"1,136",57,0,57,0,43,0,43,0,150,0,50,100,85,0,85,0,217,0,217,0,584,0,584,0,47.01,Spokane,-0.618032888807106,-2.49867582493262,-0.237078754538727,-0.150332411578407,-0.780995686830582,-0.856568012689743,-0.18447531184215,-0.578905315249402,-0.956531241256842,-0.49090861334578,-0.301727901411127,-1.03032036015673,0.962731355498807,-1.01281787781543,-0.242232847692877,-0.840185586356977,-0.967576056564521,-0.437672062994899,-0.236178551825273,-0.258188191192592,-0.89055232355559,0.053223655068103,-0.300342770402833,0.135295247036255,-0.752328986057168,-13.4713773194942
Estimate,"1,697",112,0,112,0,193,0,179,14,153,0,145,8,188,0,188,0,352,0,271,81,699,0,655,44,47.02,Spokane,0.359762001986605,-2.40281358073716,-0.237078754538727,0.498507949715189,-0.780995686830582,0.687076416691392,-0.18447531184215,1.1567645421084,-0.589834691788037,-0.46860197299428,-0.301727901411127,-0.188189684965158,-0.770988304483856,-0.176391126196824,-0.242232847692877,0.064094555094668,-0.967576056564521,0.589759361966045,-0.236178551825273,0.181635236727628,2.0286553482853,0.388379795375772,-0.300342770402833,0.343996558296147,0.483190694899862,-1.06560478112639
Estimate,"2,057",71,0,71,0,158,0,59,99,373,12,331,30,413,0,257,156,294,0,226,68,748,0,739,9,48,Spokane,0.987223963993264,-2.47427452641014,-0.237078754538727,0.014826953114509,-0.780995686830582,0.32689271650246,-0.18447531184215,-0.374708861442602,1.63653721570114,1.16721831944912,3.81376571038288,1.46061353172571,-0.356403168401045,1.65075469044575,-0.242232847692877,0.66987445567878,4.5381766368387,0.148344379390232,-0.236178551825273,-0.184884286539222,1.56014053675528,0.53118545515904,-0.300342770402833,0.590910785702215,-0.499609051315958,13.2252815335977
Estimate,"2,315",78,0,78,0,100,0,54,46,235,0,221,14,236,0,223,13,307,0,307,0,"1,359",13,"1,346",0,49,Spokane,1.4369050367647,-2.4620738771489,-0.237078754538727,0.097406635460966,-0.780995686830582,-0.269983129524912,-0.18447531184215,-0.438520253257227,0.248328849854949,0.141112863280077,-0.301727901411127,0.485514855188102,-0.657919631006726,0.213399981353592,-0.242232847692877,0.371374214811246,-0.508763332114253,0.247282220312397,-0.236178551825273,0.474850855341107,-0.89055232355559,2.31188460061978,3.71378897559908,2.37516002421988,-0.752328986057168,4.15417852600037
Estimate,"2,000",168,0,97,71,112,0,79,33,322,0,223,99,224,0,116,108,364,0,335,29,810,0,779,31,50,Spokane,0.887875820008876,-2.30520838664723,-0.237078754538727,0.321551487544208,1.19977280018674,-0.146491575174421,-0.18447531184215,-0.119463294184101,-0.092175088937514,0.788005433473603,-0.301727901411127,0.50324392203424,0.943886576585952,0.115952204465988,-0.242232847692877,-0.568023602036579,2.84409888502232,0.681086599740351,-0.236178551825273,0.702907447596036,0.154596102165223,0.711878330803174,-0.300342770402833,0.708488989228915,0.118150789162558,5.94809730332535
Estimate,"1,481",81,0,17,64,14,0,14,0,38,0,38,0,508,0,494,14,297,0,263,34,543,0,480,63,101.01,Spokane,-0.016715175217391,-2.45684502746551,-0.237078754538727,-0.622216310701022,1.00448576625546,-1.15500593570343,-0.18447531184215,-0.949011387774227,-0.956531241256842,-1.32368985313515,-0.301727901411127,-1.13669476123356,-0.921746535786696,2.42221625747262,-0.242232847692877,2.75059672290247,-0.473470045618078,0.171176188833809,-0.236178551825273,0.116476210369077,0.334794106599846,-0.066266794954631,-0.300342770402833,-0.170408082133163,1.01671055713131,-3.9341814791281
Estimate,"1,045",14,0,14,0,0,0,0,0,53,14,27,12,111,0,46,65,269,0,230,39,598,0,598,0,101.02,Spokane,-0.776641329203233,-2.57362267039453,-0.237078754538727,-0.657607603135218,-0.780995686830582,-1.299079415779,-0.18447531184215,-1.12768328485518,-0.956531241256842,-1.21215665137764,4.49968131234855,-1.23420462888732,-0.695609188832436,-0.801681027892284,-0.242232847692877,-1.18258292146974,1.32648756568682,-0.041920699306239,-0.236178551825273,-0.152304773359946,0.514992111034469,0.094025272149037,-0.300342770402833,0.1764476182706,-0.752328986057168,-8.83362446544974
Estimate,"1,858",28,0,28,0,72,0,53,19,130,0,57,73,397,0,299,98,534,0,502,32,697,0,592,105,102.01,Spokane,0.640376934995139,-2.54922137187205,-0.237078754538727,-0.492448238442303,-0.780995686830582,-0.558130089676057,-0.18447531184215,-0.451282531620152,-0.45887163840632,-0.639619549022453,-0.301727901411127,-0.968268626195247,0.453922324851721,1.52082432126228,-0.242232847692877,1.03861004733867,2.49116602006058,1.97488913487636,-0.236178551825273,2.06310212283079,0.262714904825997,0.382550992935639,-0.300342770402833,0.158810887741595,2.19607025259029,4.78216407453091
Estimate,"1,449",13,0,13,0,36,0,36,0,48,0,48,0,101,0,101,0,213,0,177,36,"1,038",0,"1,020",18,102.03,Spokane,-0.072489571840205,-2.57536562028899,-0.237078754538727,-0.669404700613284,-0.780995686830582,-0.928604752727529,-0.18447531184215,-0.668241263789877,-0.956531241256842,-1.24933438529681,-0.301727901411127,-1.04804942700287,-0.921746535786696,-0.882887508631955,-0.242232847692877,-0.699714884772255,-0.967576056564521,-0.468114475586334,-0.236178551825273,-0.583983322985347,0.406873308373695,1.37636180897838,-0.300342770402833,1.41689766547728,-0.246889116574747,-12.0218319054325
Estimate,974,72,0,56,16,2,0,2,0,98,0,96,2,72,0,72,0,207,20,187,0,523,0,504,19,102.04,Spokane,-0.900390771710102,-2.47253157651568,-0.237078754538727,-0.162129509056472,-0.334625323559072,-1.27849749005392,-0.18447531184215,-1.10215872812933,-0.956531241256842,-0.877557046105129,-0.301727901411127,-0.622551822695548,-0.884056977960986,-1.118386302777,-0.242232847692877,-0.954318031394563,-0.967576056564521,-0.513778094473488,4.06438612320209,-0.502534540037158,-0.89055232355559,-0.124554819355965,-0.300342770402833,-0.099861160017143,-0.218809123825723,-12.1828724017299
Estimate,"1,987",188,0,115,73,164,0,148,16,272,9,230,33,287,0,162,125,532,0,497,35,544,8,514,22,103.01,Spokane,0.865217471380858,-2.27034938875797,-0.237078754538727,0.533899242149385,1.25556909559568,0.388638493677706,-0.18447531184215,0.761133912857725,-0.53744947043535,0.416228094281921,2.78489230743438,0.565295655995724,-0.29986883166248,0.62755303312591,-0.242232847692877,-0.164170334980505,3.44408475545729,1.95966792858064,-0.236178551825273,2.02237773135669,0.370833707486771,-0.063352393734565,2.16989215021373,-0.070466609135469,-0.134569145578653,13.7250919394104
Estimate,"1,236",28,0,28,0,44,0,44,0,122,0,122,0,98,0,98,0,310,0,305,5,634,0,595,39,103.03,Spokane,-0.443737899360811,-2.54922137187205,-0.237078754538727,-0.492448238442303,-0.780995686830582,-0.846277049827202,-0.18447531184215,-0.566143036886477,-0.956531241256842,-0.699103923293122,-0.301727901411127,-0.392073953695749,-0.921746535786696,-0.907249452853856,-0.242232847692877,-0.726053141319391,-0.967576056564521,0.270114029755974,-0.236178551825273,0.458561098751469,-0.710354319120968,0.198943716071437,-0.300342770402833,0.167629253006098,0.342790731154745,-12.0235092160838
Estimate,"2,257",135,0,13,122,179,14,127,38,402,0,269,133,308,0,308,0,376,14,326,36,857,0,857,0,103.04,Spokane,1.33581394288585,-2.36272573316451,-0.237078754538727,-0.669404700613284,2.62257833311468,0.543002936615819,1.72127367581748,0.493126067236299,0.038787964444202,1.38284917618029,-0.301727901411127,0.911012459495423,1.58460905962302,0.798086642679217,-0.242232847692877,1.11762481698008,-0.967576056564521,0.772413837514658,2.77421672069388,0.629603542942666,0.406873308373695,0.848855188146308,-0.300342770402833,0.937766486105978,-0.752328986057168,13.0850764084045
Estimate,"2,644",139,0,28,111,107,0,107,0,131,0,131,0,145,0,145,0,355,0,355,0,"1,767",0,"1,746",21,103.05,Spokane,2.01033555204301,-2.35575393358666,-0.237078754538727,-0.492448238442303,2.31569870836552,-0.197946389487125,-0.18447531184215,0.237880499977799,-0.956531241256842,-0.632184002238619,-0.301727901411127,-0.312293152888126,-0.921746535786696,-0.525578993377406,-0.242232847692877,-0.313420455414271,-0.967576056564521,0.612591171409622,-0.236178551825273,0.865805013492413,-0.89055232355559,3.50096029840699,-0.300342770402833,3.55094205948687,-0.162649138327677,2.8634967045434
Estimate,"1,752",137,0,109,28,171,0,140,31,192,0,175,17,291,0,239,52,410,0,410,0,551,0,510,41,104.01,Spokane,0.455624246182067,-2.35923983337558,-0.237078754538727,0.463116657280993,0.00015244889456,0.460675233715492,-0.18447531184215,0.659035685954325,-0.144560310290201,-0.178615648424768,-0.301727901411127,0.077746317726919,-0.601385294268161,0.660035625421778,-0.242232847692877,0.511844916395968,0.867674841236552,1.03117434454186,-0.236178551825273,1.31377331970745,-0.89055232355559,-0.042951585194098,-0.300342770402833,-0.082224429488139,0.398950716652792,1.09823879140123
Estimate,"1,222",8,0,8,0,104,0,62,42,124,0,103,21,162,0,149,13,128,0,118,10,696,0,690,6,104.03,Spokane,-0.468139197883293,-2.5840803697613,-0.237078754538727,-0.728390188003611,-0.780995686830582,-0.228819278074748,-0.18447531184215,-0.336422026353827,0.143558407149575,-0.684232829725455,-0.301727901411127,-0.560500088734064,-0.526006178616741,-0.387527976119967,-0.242232847692877,-0.278302780018091,-0.508763332114253,-1.11501574315434,-0.236178551825273,-1.06453114237966,-0.530156314686345,0.379636591715572,-0.300342770402833,0.446877486382009,-0.583849029563028,-11.8976958144851
